"test name","browser","collection size","time"
"h1, no cache","firefox 71",500,7.538
"h1, no cache","firefox 71",500,5.856
"h1, no cache","firefox 71",500,5.872
"h1, no cache","firefox 71",500,5.807
"h1, no cache","firefox 71",500,9.159
"h1, no cache","firefox 71",500,5.825
"h1, no cache","firefox 71",500,5.872
"h1, no cache","firefox 71",500,5.764
"h1, no cache","firefox 71",500,9.011
"h1, no cache","firefox 71",500,5.759
"h1, no cache","firefox 71",500,5.795
"h1, no cache","firefox 71",500,5.749
"h1, no cache","firefox 71",500,9.06
"h1, no cache","firefox 71",500,5.738
"h1, no cache","firefox 71",500,5.759
"h1, no cache","firefox 71",500,5.87
"h1, no cache","firefox 71",500,6.924
"h1, no cache","firefox 71",500,7.502
"h1, no cache","firefox 71",500,5.766
"h1, no cache","firefox 71",500,5.818
"h1, no cache","firefox 71",500,5.821
"h1, no cache","firefox 71",500,9.128
"h1, no cache","firefox 71",500,5.783
"h1, no cache","firefox 71",500,5.744
"h1, no cache","firefox 71",500,5.76
"h1, no cache","firefox 71",500,9.07
"h1, no cache","firefox 71",500,5.721
"h1, no cache","firefox 71",500,5.696
"h1, no cache","firefox 71",500,5.708
"h1, no cache","firefox 71",500,8.479
"h1, no cache","firefox 71",500,6.003
"h1, no cache","firefox 71",500,5.738
"h1, no cache","firefox 71",500,5.79
"h1, no cache","firefox 71",500,5.848
"h1, no cache","firefox 71",500,12.556
"h1, no cache","firefox 71",500,8.231
"h1, no cache","firefox 71",500,5.7
"h1, no cache","firefox 71",500,11.716
"h1, no cache","firefox 71",500,6.197
"h1, no cache","firefox 71",500,5.741
"h1, no cache","firefox 71",500,5.692
"h1, no cache","firefox 71",500,5.772
"h1, no cache","firefox 71",500,8.964
"h1, no cache","firefox 71",500,5.678
"h1, no cache","firefox 71",500,5.662
"h1, no cache","firefox 71",500,5.693
"h1, no cache","firefox 71",500,9.071
"h1, no cache","firefox 71",500,5.644
"h1, no cache","firefox 71",500,5.683
"h1, no cache","firefox 71",500,5.701
"h1, no cache, compound","firefox 71",500,0.613
"h1, no cache, compound","firefox 71",500,0.321
"h1, no cache, compound","firefox 71",500,0.343
"h1, no cache, compound","firefox 71",500,0.341
"h1, no cache, compound","firefox 71",500,0.349
"h1, no cache, compound","firefox 71",500,0.337
"h1, no cache, compound","firefox 71",500,0.338
"h1, no cache, compound","firefox 71",500,0.343
"h1, no cache, compound","firefox 71",500,0.303
"h1, no cache, compound","firefox 71",500,0.336
"h1, no cache, compound","firefox 71",500,0.339
"h1, no cache, compound","firefox 71",500,0.33
"h1, no cache, compound","firefox 71",500,0.325
"h1, no cache, compound","firefox 71",500,0.31
"h1, no cache, compound","firefox 71",500,0.325
"h1, no cache, compound","firefox 71",500,0.307
"h1, no cache, compound","firefox 71",500,0.327
"h1, no cache, compound","firefox 71",500,0.391
"h1, no cache, compound","firefox 71",500,0.436
"h1, no cache, compound","firefox 71",500,0.46
"h1, no cache, compound","firefox 71",500,0.464
"h1, no cache, compound","firefox 71",500,0.459
"h1, no cache, compound","firefox 71",500,0.469
"h1, no cache, compound","firefox 71",500,0.462
"h1, no cache, compound","firefox 71",500,0.469
"h1, no cache, compound","firefox 71",500,0.457
"h1, no cache, compound","firefox 71",500,0.596
"h1, no cache, compound","firefox 71",500,1.102
"h1, no cache, compound","firefox 71",500,1.149
"h1, no cache, compound","firefox 71",500,0.72
"h1, no cache, compound","firefox 71",500,0.325
"h1, no cache, compound","firefox 71",500,0.39
"h1, no cache, compound","firefox 71",500,0.405
"h1, no cache, compound","firefox 71",500,0.389
"h1, no cache, compound","firefox 71",500,0.398
"h1, no cache, compound","firefox 71",500,0.394
"h1, no cache, compound","firefox 71",500,0.315
"h1, no cache, compound","firefox 71",500,0.405
"h1, no cache, compound","firefox 71",500,0.392
"h1, no cache, compound","firefox 71",500,0.327
"h1, no cache, compound","firefox 71",500,0.399
"h1, no cache, compound","firefox 71",500,0.312
"h1, no cache, compound","firefox 71",500,0.392
"h1, no cache, compound","firefox 71",500,0.309
"h1, no cache, compound","firefox 71",500,0.396
"h1, no cache, compound","firefox 71",500,0.395
"h1, no cache, compound","firefox 71",500,0.326
"h1, no cache, compound","firefox 71",500,0.307
"h1, no cache, compound","firefox 71",500,0.382
"h1, no cache, compound","firefox 71",500,0.319
"h1, 90% cached","firefox 71",500,0.814
"h1, 90% cached","firefox 71",500,0.758
"h1, 90% cached","firefox 71",500,0.791
"h1, 90% cached","firefox 71",500,0.768
"h1, 90% cached","firefox 71",500,0.768
"h1, 90% cached","firefox 71",500,0.831
"h1, 90% cached","firefox 71",500,1.074
"h1, 90% cached","firefox 71",500,0.754
"h1, 90% cached","firefox 71",500,0.755
"h1, 90% cached","firefox 71",500,0.769
"h1, 90% cached","firefox 71",500,1.949
"h1, 90% cached","firefox 71",500,0.803
"h1, 90% cached","firefox 71",500,0.765
"h1, 90% cached","firefox 71",500,1.284
"h1, 90% cached","firefox 71",500,0.777
"h1, 90% cached","firefox 71",500,0.764
"h1, 90% cached","firefox 71",500,0.755
"h1, 90% cached","firefox 71",500,1.689
"h1, 90% cached","firefox 71",500,0.777
"h1, 90% cached","firefox 71",500,0.755
"h1, 90% cached","firefox 71",500,0.773
"h1, 90% cached","firefox 71",500,0.768
"h1, 90% cached","firefox 71",500,0.758
"h1, 90% cached","firefox 71",500,0.815
"h1, 90% cached","firefox 71",500,0.774
"h1, 90% cached","firefox 71",500,0.761
"h1, 90% cached","firefox 71",500,0.777
"h1, 90% cached","firefox 71",500,0.76
"h1, 90% cached","firefox 71",500,2.582
"h1, 90% cached","firefox 71",500,0.767
"h1, 90% cached","firefox 71",500,0.779
"h1, 90% cached","firefox 71",500,0.818
"h1, 90% cached","firefox 71",500,0.761
"h1, 90% cached","firefox 71",500,0.808
"h1, 90% cached","firefox 71",500,0.759
"h1, 90% cached","firefox 71",500,0.779
"h1, 90% cached","firefox 71",500,0.763
"h1, 90% cached","firefox 71",500,0.853
"h1, 90% cached","firefox 71",500,0.827
"h1, 90% cached","firefox 71",500,2.014
"h1, 90% cached","firefox 71",500,0.788
"h1, 90% cached","firefox 71",500,0.723
"h1, 90% cached","firefox 71",500,0.771
"h1, 90% cached","firefox 71",500,0.907
"h1, 90% cached","firefox 71",500,0.764
"h1, 90% cached","firefox 71",500,0.762
"h1, 90% cached","firefox 71",500,0.782
"h1, 90% cached","firefox 71",500,1.535
"h1, 90% cached","firefox 71",500,0.772
"h1, 90% cached","firefox 71",500,0.858
"h2, no cache","firefox 71",500,0.991
"h2, no cache","firefox 71",500,0.715
"h2, no cache","firefox 71",500,0.701
"h2, no cache","firefox 71",500,0.649
"h2, no cache","firefox 71",500,3.51
"h2, no cache","firefox 71",500,1.978
"h2, no cache","firefox 71",500,1.04
"h2, no cache","firefox 71",500,0.916
"h2, no cache","firefox 71",500,0.826
"h2, no cache","firefox 71",500,0.881
"h2, no cache","firefox 71",500,0.794
"h2, no cache","firefox 71",500,0.765
"h2, no cache","firefox 71",500,0.77
"h2, no cache","firefox 71",500,0.757
"h2, no cache","firefox 71",500,0.679
"h2, no cache","firefox 71",500,0.726
"h2, no cache","firefox 71",500,0.687
"h2, no cache","firefox 71",500,0.694
"h2, no cache","firefox 71",500,0.662
"h2, no cache","firefox 71",500,0.67
"h2, no cache","firefox 71",500,0.618
"h2, no cache","firefox 71",500,0.598
"h2, no cache","firefox 71",500,0.78
"h2, no cache","firefox 71",500,0.635
"h2, no cache","firefox 71",500,0.69
"h2, no cache","firefox 71",500,3.054
"h2, no cache","firefox 71",500,1.695
"h2, no cache","firefox 71",500,0.775
"h2, no cache","firefox 71",500,0.77
"h2, no cache","firefox 71",500,0.723
"h2, no cache","firefox 71",500,0.728
"h2, no cache","firefox 71",500,0.729
"h2, no cache","firefox 71",500,0.708
"h2, no cache","firefox 71",500,0.685
"h2, no cache","firefox 71",500,0.691
"h2, no cache","firefox 71",500,0.714
"h2, no cache","firefox 71",500,0.773
"h2, no cache","firefox 71",500,0.662
"h2, no cache","firefox 71",500,0.655
"h2, no cache","firefox 71",500,0.675
"h2, no cache","firefox 71",500,0.717
"h2, no cache","firefox 71",500,0.728
"h2, no cache","firefox 71",500,0.645
"h2, no cache","firefox 71",500,0.692
"h2, no cache","firefox 71",500,0.658
"h2, no cache","firefox 71",500,0.614
"h2, no cache","firefox 71",500,0.77
"h2, no cache","firefox 71",500,2.54
"h2, no cache","firefox 71",500,1.906
"h2, no cache","firefox 71",500,0.734
"h2, no cache, compound","firefox 71",500,0.526
"h2, no cache, compound","firefox 71",500,0.346
"h2, no cache, compound","firefox 71",500,0.519
"h2, no cache, compound","firefox 71",500,1.203
"h2, no cache, compound","firefox 71",500,1.146
"h2, no cache, compound","firefox 71",500,1.199
"h2, no cache, compound","firefox 71",500,0.44
"h2, no cache, compound","firefox 71",500,0.446
"h2, no cache, compound","firefox 71",500,0.449
"h2, no cache, compound","firefox 71",500,0.437
"h2, no cache, compound","firefox 71",500,0.463
"h2, no cache, compound","firefox 71",500,0.477
"h2, no cache, compound","firefox 71",500,0.378
"h2, no cache, compound","firefox 71",500,0.4
"h2, no cache, compound","firefox 71",500,0.401
"h2, no cache, compound","firefox 71",500,0.403
"h2, no cache, compound","firefox 71",500,0.398
"h2, no cache, compound","firefox 71",500,0.379
"h2, no cache, compound","firefox 71",500,0.398
"h2, no cache, compound","firefox 71",500,0.391
"h2, no cache, compound","firefox 71",500,0.312
"h2, no cache, compound","firefox 71",500,0.392
"h2, no cache, compound","firefox 71",500,0.376
"h2, no cache, compound","firefox 71",500,0.334
"h2, no cache, compound","firefox 71",500,0.371
"h2, no cache, compound","firefox 71",500,0.31
"h2, no cache, compound","firefox 71",500,0.384
"h2, no cache, compound","firefox 71",500,0.307
"h2, no cache, compound","firefox 71",500,0.399
"h2, no cache, compound","firefox 71",500,0.339
"h2, no cache, compound","firefox 71",500,0.328
"h2, no cache, compound","firefox 71",500,0.327
"h2, no cache, compound","firefox 71",500,0.369
"h2, no cache, compound","firefox 71",500,0.395
"h2, no cache, compound","firefox 71",500,0.877
"h2, no cache, compound","firefox 71",500,0.743
"h2, no cache, compound","firefox 71",500,0.936
"h2, no cache, compound","firefox 71",500,0.595
"h2, no cache, compound","firefox 71",500,0.382
"h2, no cache, compound","firefox 71",500,0.341
"h2, no cache, compound","firefox 71",500,0.322
"h2, no cache, compound","firefox 71",500,0.335
"h2, no cache, compound","firefox 71",500,0.402
"h2, no cache, compound","firefox 71",500,0.332
"h2, no cache, compound","firefox 71",500,0.401
"h2, no cache, compound","firefox 71",500,0.33
"h2, no cache, compound","firefox 71",500,0.399
"h2, no cache, compound","firefox 71",500,0.328
"h2, no cache, compound","firefox 71",500,0.312
"h2, no cache, compound","firefox 71",500,0.306
"h2, 90% not modified","firefox 71",500,0.576
"h2, 90% not modified","firefox 71",500,2.356
"h2, 90% not modified","firefox 71",500,0.663
"h2, 90% not modified","firefox 71",500,0.73
"h2, 90% not modified","firefox 71",500,0.711
"h2, 90% not modified","firefox 71",500,0.787
"h2, 90% not modified","firefox 71",500,0.672
"h2, 90% not modified","firefox 71",500,0.667
"h2, 90% not modified","firefox 71",500,0.721
"h2, 90% not modified","firefox 71",500,0.706
"h2, 90% not modified","firefox 71",500,0.689
"h2, 90% not modified","firefox 71",500,0.7
"h2, 90% not modified","firefox 71",500,0.709
"h2, 90% not modified","firefox 71",500,0.722
"h2, 90% not modified","firefox 71",500,1.8
"h2, 90% not modified","firefox 71",500,1.116
"h2, 90% not modified","firefox 71",500,0.683
"h2, 90% not modified","firefox 71",500,0.91
"h2, 90% not modified","firefox 71",500,0.786
"h2, 90% not modified","firefox 71",500,0.842
"h2, 90% not modified","firefox 71",500,1.197
"h2, 90% not modified","firefox 71",500,0.741
"h2, 90% not modified","firefox 71",500,0.771
"h2, 90% not modified","firefox 71",500,0.686
"h2, 90% not modified","firefox 71",500,0.76
"h2, 90% not modified","firefox 71",500,0.755
"h2, 90% not modified","firefox 71",500,0.779
"h2, 90% not modified","firefox 71",500,1.753
"h2, 90% not modified","firefox 71",500,0.811
"h2, 90% not modified","firefox 71",500,0.788
"h2, 90% not modified","firefox 71",500,0.86
"h2, 90% not modified","firefox 71",500,0.751
"h2, 90% not modified","firefox 71",500,0.768
"h2, 90% not modified","firefox 71",500,0.75
"h2, 90% not modified","firefox 71",500,0.938
"h2, 90% not modified","firefox 71",500,0.786
"h2, 90% not modified","firefox 71",500,0.791
"h2, 90% not modified","firefox 71",500,0.804
"h2, 90% not modified","firefox 71",500,1.237
"h2, 90% not modified","firefox 71",500,1.236
"h2, 90% not modified","firefox 71",500,1.17
"h2, 90% not modified","firefox 71",500,0.669
"h2, 90% not modified","firefox 71",500,0.746
"h2, 90% not modified","firefox 71",500,0.791
"h2, 90% not modified","firefox 71",500,0.77
"h2, 90% not modified","firefox 71",500,0.81
"h2, 90% not modified","firefox 71",500,0.781
"h2, 90% not modified","firefox 71",500,0.806
"h2, 90% not modified","firefox 71",500,0.739
"h2, 90% not modified","firefox 71",500,0.734
"h2, 90% cached","firefox 71",500,0.677
"h2, 90% cached","firefox 71",500,0.698
"h2, 90% cached","firefox 71",500,0.8
"h2, 90% cached","firefox 71",500,0.565
"h2, 90% cached","firefox 71",500,0.57
"h2, 90% cached","firefox 71",500,0.566
"h2, 90% cached","firefox 71",500,0.503
"h2, 90% cached","firefox 71",500,1.218
"h2, 90% cached","firefox 71",500,0.838
"h2, 90% cached","firefox 71",500,0.581
"h2, 90% cached","firefox 71",500,0.487
"h2, 90% cached","firefox 71",500,0.599
"h2, 90% cached","firefox 71",500,0.58
"h2, 90% cached","firefox 71",500,0.579
"h2, 90% cached","firefox 71",500,0.588
"h2, 90% cached","firefox 71",500,0.944
"h2, 90% cached","firefox 71",500,1.11
"h2, 90% cached","firefox 71",500,0.569
"h2, 90% cached","firefox 71",500,0.582
"h2, 90% cached","firefox 71",500,0.589
"h2, 90% cached","firefox 71",500,0.549
"h2, 90% cached","firefox 71",500,0.585
"h2, 90% cached","firefox 71",500,0.593
"h2, 90% cached","firefox 71",500,0.472
"h2, 90% cached","firefox 71",500,0.57
"h2, 90% cached","firefox 71",500,0.575
"h2, 90% cached","firefox 71",500,0.585
"h2, 90% cached","firefox 71",500,0.575
"h2, 90% cached","firefox 71",500,0.569
"h2, 90% cached","firefox 71",500,0.56
"h2, 90% cached","firefox 71",500,0.932
"h2, 90% cached","firefox 71",500,0.618
"h2, 90% cached","firefox 71",500,0.555
"h2, 90% cached","firefox 71",500,0.603
"h2, 90% cached","firefox 71",500,0.596
"h2, 90% cached","firefox 71",500,0.595
"h2, 90% cached","firefox 71",500,0.576
"h2, 90% cached","firefox 71",500,0.562
"h2, 90% cached","firefox 71",500,0.588
"h2, 90% cached","firefox 71",500,0.568
"h2, 90% cached","firefox 71",500,0.605
"h2, 90% cached","firefox 71",500,0.6
"h2, 90% cached","firefox 71",500,0.57
"h2, 90% cached","firefox 71",500,0.556
"h2, 90% cached","firefox 71",500,0.909
"h2, 90% cached","firefox 71",500,0.738
"h2, 90% cached","firefox 71",500,0.882
"h2, 90% cached","firefox 71",500,0.851
"h2, 90% cached","firefox 71",500,0.857
"h2, 90% cached","firefox 71",500,0.58
"h2, no cache, push","firefox 71",500,0.793
"h2, no cache, push","firefox 71",500,0.741
"h2, no cache, push","firefox 71",500,0.715
"h2, no cache, push","firefox 71",500,0.678
"h2, no cache, push","firefox 71",500,0.818
"h2, no cache, push","firefox 71",500,1.678
"h2, no cache, push","firefox 71",500,1.213
"h2, no cache, push","firefox 71",500,0.946
"h2, no cache, push","firefox 71",500,0.751
"h2, no cache, push","firefox 71",500,0.654
"h2, no cache, push","firefox 71",500,0.733
"h2, no cache, push","firefox 71",500,0.729
"h2, no cache, push","firefox 71",500,0.743
"h2, no cache, push","firefox 71",500,0.696
"h2, no cache, push","firefox 71",500,0.865
"h2, no cache, push","firefox 71",500,0.71
"h2, no cache, push","firefox 71",500,0.733
"h2, no cache, push","firefox 71",500,0.687
"h2, no cache, push","firefox 71",500,0.682
"h2, no cache, push","firefox 71",500,0.71
"h2, no cache, push","firefox 71",500,0.69
"h2, no cache, push","firefox 71",500,0.724
"h2, no cache, push","firefox 71",500,0.739
"h2, no cache, push","firefox 71",500,1.463
"h2, no cache, push","firefox 71",500,0.812
"h2, no cache, push","firefox 71",500,0.665
"h2, no cache, push","firefox 71",500,0.688
"h2, no cache, push","firefox 71",500,0.739
"h2, no cache, push","firefox 71",500,2.45
"h2, no cache, push","firefox 71",500,0.836
"h2, no cache, push","firefox 71",500,0.703
"h2, no cache, push","firefox 71",500,0.714
"h2, no cache, push","firefox 71",500,0.737
"h2, no cache, push","firefox 71",500,0.698
"h2, no cache, push","firefox 71",500,0.671
"h2, no cache, push","firefox 71",500,0.798
"h2, no cache, push","firefox 71",500,0.712
"h2, no cache, push","firefox 71",500,0.755
"h2, no cache, push","firefox 71",500,0.755
"h2, no cache, push","firefox 71",500,0.715
"h2, no cache, push","firefox 71",500,0.733
"h2, no cache, push","firefox 71",500,0.707
"h2, no cache, push","firefox 71",500,0.731
"h2, no cache, push","firefox 71",500,0.71
"h2, no cache, push","firefox 71",500,0.726
"h2, no cache, push","firefox 71",500,1.119
"h2, no cache, push","firefox 71",500,0.777
"h2, no cache, push","firefox 71",500,0.771
"h2, no cache, push","firefox 71",500,0.727
"h2, no cache, push","firefox 71",500,0.752
"h1, no cache","chrome 79",500,6.897
"h1, no cache","chrome 79",500,9.843
"h1, no cache","chrome 79",500,6.705
"h1, no cache","chrome 79",500,6.807
"h1, no cache","chrome 79",500,6.831
"h1, no cache","chrome 79",500,9.69
"h1, no cache","chrome 79",500,6.727
"h1, no cache","chrome 79",500,6.948
"h1, no cache","chrome 79",500,7.02
"h1, no cache","chrome 79",500,9.586
"h1, no cache","chrome 79",500,6.779
"h1, no cache","chrome 79",500,6.875
"h1, no cache","chrome 79",500,9.334
"h1, no cache","chrome 79",500,12.891
"h1, no cache","chrome 79",500,6.702
"h1, no cache","chrome 79",500,9.454
"h1, no cache","chrome 79",500,9.759
"h1, no cache","chrome 79",500,6.513
"h1, no cache","chrome 79",500,6.766
"h1, no cache","chrome 79",500,7.395
"h1, no cache","chrome 79",500,8.729
"h1, no cache","chrome 79",500,6.618
"h1, no cache","chrome 79",500,6.696
"h1, no cache","chrome 79",500,9.454
"h1, no cache","chrome 79",500,6.687
"h1, no cache","chrome 79",500,6.714
"h1, no cache","chrome 79",500,6.748
"h1, no cache","chrome 79",500,9.551
"h1, no cache","chrome 79",500,6.713
"h1, no cache","chrome 79",500,6.753
"h1, no cache","chrome 79",500,6.673
"h1, no cache","chrome 79",500,9.518
"h1, no cache","chrome 79",500,6.763
"h1, no cache","chrome 79",500,6.538
"h1, no cache","chrome 79",500,6.434
"h1, no cache","chrome 79",500,9.52
"h1, no cache","chrome 79",500,6.765
"h1, no cache","chrome 79",500,6.623
"h1, no cache","chrome 79",500,8.242
"h1, no cache","chrome 79",500,8.117
"h1, no cache","chrome 79",500,6.885
"h1, no cache","chrome 79",500,6.972
"h1, no cache","chrome 79",500,9.838
"h1, no cache","chrome 79",500,6.876
"h1, no cache","chrome 79",500,6.665
"h1, no cache","chrome 79",500,6.713
"h1, no cache","chrome 79",500,9.844
"h1, no cache","chrome 79",500,6.854
"h1, no cache","chrome 79",500,6.807
"h1, no cache","chrome 79",500,7.268
"h1, no cache, compound","chrome 79",500,0.497
"h1, no cache, compound","chrome 79",500,0.536
"h1, no cache, compound","chrome 79",500,1.063
"h1, no cache, compound","chrome 79",500,1.175
"h1, no cache, compound","chrome 79",500,0.73
"h1, no cache, compound","chrome 79",500,0.481
"h1, no cache, compound","chrome 79",500,0.454
"h1, no cache, compound","chrome 79",500,0.666
"h1, no cache, compound","chrome 79",500,0.415
"h1, no cache, compound","chrome 79",500,0.451
"h1, no cache, compound","chrome 79",500,0.386
"h1, no cache, compound","chrome 79",500,0.386
"h1, no cache, compound","chrome 79",500,0.395
"h1, no cache, compound","chrome 79",500,0.397
"h1, no cache, compound","chrome 79",500,0.383
"h1, no cache, compound","chrome 79",500,0.378
"h1, no cache, compound","chrome 79",500,0.382
"h1, no cache, compound","chrome 79",500,0.38
"h1, no cache, compound","chrome 79",500,0.387
"h1, no cache, compound","chrome 79",500,0.384
"h1, no cache, compound","chrome 79",500,0.322
"h1, no cache, compound","chrome 79",500,0.381
"h1, no cache, compound","chrome 79",500,0.316
"h1, no cache, compound","chrome 79",500,0.319
"h1, no cache, compound","chrome 79",500,0.388
"h1, no cache, compound","chrome 79",500,0.322
"h1, no cache, compound","chrome 79",500,0.38
"h1, no cache, compound","chrome 79",500,0.333
"h1, no cache, compound","chrome 79",500,0.327
"h1, no cache, compound","chrome 79",500,0.411
"h1, no cache, compound","chrome 79",500,0.331
"h1, no cache, compound","chrome 79",500,0.314
"h1, no cache, compound","chrome 79",500,0.393
"h1, no cache, compound","chrome 79",500,0.424
"h1, no cache, compound","chrome 79",500,0.778
"h1, no cache, compound","chrome 79",500,0.964
"h1, no cache, compound","chrome 79",500,0.639
"h1, no cache, compound","chrome 79",500,0.457
"h1, no cache, compound","chrome 79",500,0.25
"h1, no cache, compound","chrome 79",500,0.316
"h1, no cache, compound","chrome 79",500,0.314
"h1, no cache, compound","chrome 79",500,0.316
"h1, no cache, compound","chrome 79",500,0.3
"h1, no cache, compound","chrome 79",500,0.313
"h1, no cache, compound","chrome 79",500,0.34
"h1, no cache, compound","chrome 79",500,0.366
"h1, no cache, compound","chrome 79",500,0.325
"h1, no cache, compound","chrome 79",500,0.32
"h1, no cache, compound","chrome 79",500,0.365
"h1, no cache, compound","chrome 79",500,0.336
"h1, 90% cached","chrome 79",500,0.961
"h1, 90% cached","chrome 79",500,0.943
"h1, 90% cached","chrome 79",500,1.232
"h1, 90% cached","chrome 79",500,0.923
"h1, 90% cached","chrome 79",500,1.001
"h1, 90% cached","chrome 79",500,0.984
"h1, 90% cached","chrome 79",500,1.003
"h1, 90% cached","chrome 79",500,0.991
"h1, 90% cached","chrome 79",500,0.997
"h1, 90% cached","chrome 79",500,0.921
"h1, 90% cached","chrome 79",500,1.003
"h1, 90% cached","chrome 79",500,1.009
"h1, 90% cached","chrome 79",500,1.476
"h1, 90% cached","chrome 79",500,1.018
"h1, 90% cached","chrome 79",500,0.961
"h1, 90% cached","chrome 79",500,0.974
"h1, 90% cached","chrome 79",500,1.003
"h1, 90% cached","chrome 79",500,1.025
"h1, 90% cached","chrome 79",500,1.896
"h1, 90% cached","chrome 79",500,0.984
"h1, 90% cached","chrome 79",500,0.967
"h1, 90% cached","chrome 79",500,2.134
"h1, 90% cached","chrome 79",500,0.969
"h1, 90% cached","chrome 79",500,0.949
